Tamaño,Base_de_datos,Ejecucion,Tiempo_simple_ms,Tiempo_agregado_ms,Throughput_req_s,CPU_%,Memoria_MiB,IO_MB_s,Almacenamiento_MB
Big,Influx,results_20251121_211404,151129.0,3008.0,0.7642922653622746,18.365492957746476,2485.3169014084506,1.2052380952380954,2150.4
Big,Timescale,results_20251121_215510,11911.0,19265.0,0.19312102894884225,21.184146341463418,2753.042682926829,1740.4414457831326,17408.0
Big,Timescale,results_20251121_215646,11399.0,19630.0,0.2537620219757911,21.310447761194027,2563.1298507462684,2185.7389999999996,17408.0
Big,Timescale,results_20251121_215809,12124.0,18658.0,0.24286581663630846,18.24647887323944,2595.6239436619717,1526.5618055555553,17408.0
Big,Timescale,results_20251121_215935,14983.0,25697.0,0.16662223407091442,25.074193548387097,2552.2333333333336,1715.6844897959181,17408.0
Big,Timescale,results_20251121_220129,16091.999999999998,25147.0,0.15060467778129188,23.954368932038836,2635.6708737864087,1283.8863207547172,17408.0
Big,Timescale,results_20251121_220330,18517.0,24627.0,0.17519885069553942,23.846938775510203,2575.0214285714287,1115.7101020408165,17408.0
Big,Timescale,results_20251121_220524,14170.0,21581.0,0.21306061574517948,22.909756097560976,2504.689024390244,2140.2837349397587,17408.0
Big,Timescale,results_20251121_220700,12759.0,19192.0,0.22718495126882793,20.773972602739725,2647.2328767123286,1764.0047297297301,17408.0
Big,Timescale,results_20251121_220829,10657.0,18732.0,0.2111219017860913,19.369333333333334,2727.832,1719.3600000000001,17408.0
Big,Timescale,results_20251121_220959,12089.0,18894.0,0.22010432945216032,20.41733333333333,2657.5306666666665,1973.0544155844157,17408.0
Big,Timescale,results_20251121_221130,10339.0,20428.0,0.2589600165734411,22.81323529411765,2479.8514705882353,1746.674142857143,17408.0
Big,Timescale,results_20251121_221254,14173.0,19305.0,0.244355390479914,23.573972602739726,2503.3191780821917,1875.6396000000004,17408.0
Big,Timescale,results_20251121_221421,11819.0,18925.0,0.2455373585090972,18.95571428571428,2626.802857142857,1816.2261428571426,17408.0
Big,Timescale,results_20251121_221546,11565.0,20809.0,0.2097931439600554,22.61688311688312,2475.0909090909086,2059.8886075949367,17408.0
Big,Timescale,results_20251121_221719,12561.0,18933.0,0.2414933951556425,19.50857142857143,2574.5914285714293,1739.9364383561644,17408.0
Big,Timescale,results_20251121_221846,10297.0,18661.0,0.22654161569480313,20.43571428571429,2472.591428571429,2116.5881944444445,17408.0
Big,Timescale,results_20251121_222012,12460.0,21028.0,0.26452227277536766,20.95507246376812,2492.4855072463765,1773.8026760563382,17408.0
Big,Timescale,results_20251121_222137,12635.0,18834.0,0.23876035623045147,21.498611111111114,2653.3305555555557,1859.4489189189185,17408.0
Big,Timescale,results_20251121_222304,10738.0,19642.0,0.2240846143503787,19.875342465753427,2573.015068493151,2377.927702702703,17408.0
Big,Timescale,results_20251121_222432,11398.0,22018.0,0.22460301417245018,24.26710526315789,2448.1263157894737,2324.2866233766226,17408.0
Big,Timescale,results_20251121_222603,11281.0,18870.0,0.22212843466092094,20.55068493150685,2719.3068493150686,1504.2124324324325,17408.0
Big,Timescale,results_20251121_222732,11037.0,18949.0,0.2054738226349963,18.993506493506498,2699.245454545455,1566.543417721519,17408.0
Big,Timescale,results_20251121_222904,12421.0,20277.0,0.2296158526784689,21.681081081081082,2613.871621621622,1482.5552631578948,17408.0
Big,Timescale,results_20251121_223035,12636.0,18894.0,0.17844078442568834,20.69411764705882,2754.6152941176465,2949.9670454545453,17408.0
Big,Timescale,results_20251121_223216,11806.0,19879.0,0.22917382834880257,21.82027027027027,2606.5608108108104,1536.6173684210526,17408.0
Big,Timescale,results_20251121_223345,11055.0,20278.0,0.1864176127360513,21.20609756097561,2694.2975609756095,2535.838941176471,17408.0
Big,Timescale,results_20251121_223523,11089.0,18909.0,0.25631824473266007,19.974999999999998,2585.067647058824,1676.4814492753624,17408.0
Big,Timescale,results_20251121_223646,12572.0,18587.0,0.12415882396761938,21.023636363636367,2902.4509090909105,3461.4160714285713,17408.0
Big,Timescale,results_20251121_223851,11266.0,19097.0,0.20820754127714505,16.948684210526316,2604.6828947368417,2580.214285714286,17408.0
Big,Timescale,results_20251121_224023,12074.0,19289.0,0.25400695979069826,20.89275362318841,2548.015942028986,1934.4022857142857,17408.0
Big,ColumnStore,results_20251122_012451,13900.0,19102.0,0.11981357008494783,22.335106382978722,3417.385106382979,2931.4733333333334,5734.4
